Start,Meter,kWh
"05/07/2026 3:45:00 AM","Meter #95175892","0.39"
"05/07/2026 3:45:00 AM","Meter #95175892g","0.00"
"05/07/2026 4:00:00 AM","Meter #95175892","0.37"
"05/07/2026 4:00:00 AM","Meter #95175892g","0.00"
"05/07/2026 4:15:00 AM","Meter #95175892","0.38"
"05/07/2026 4:15:00 AM","Meter #95175892g","0.00"
"05/07/2026 4:30:00 AM","Meter #95175892","0.36"
"05/07/2026 4:30:00 AM","Meter #95175892g","0.00"
"05/07/2026 4:45:00 AM","Meter #95175892","0.34"
"05/07/2026 4:45:00 AM","Meter #95175892g","0.00"
"05/07/2026 5:00:00 AM","Meter #95175892","0.34"
"05/07/2026 5:00:00 AM","Meter #95175892g","0.00"
"05/07/2026 5:15:00 AM","Meter #95175892","0.34"
"05/07/2026 5:15:00 AM","Meter #95175892g","0.00"
"05/07/2026 5:30:00 AM","Meter #95175892","0.74"
"05/07/2026 5:30:00 AM","Meter #95175892g","0.00"
"05/07/2026 5:45:00 AM","Meter #95175892","0.93"
"05/07/2026 5:45:00 AM","Meter #95175892g","0.00"
"05/07/2026 6:00:00 AM","Meter #95175892","0.90"
"05/07/2026 6:00:00 AM","Meter #95175892g","0.00"
"05/07/2026 6:15:00 AM","Meter #95175892","1.16"
"05/07/2026 6:15:00 AM","Meter #95175892g","0.00"
"05/07/2026 6:30:00 AM","Meter #95175892","0.88"
"05/07/2026 6:30:00 AM","Meter #95175892g","0.00"
"05/07/2026 6:45:00 AM","Meter #95175892","0.24"
"05/07/2026 6:45:00 AM","Meter #95175892g","0.00"
"05/07/2026 7:00:00 AM","Meter #95175892","0.12"
"05/07/2026 7:00:00 AM","Meter #95175892g","0.00"
"05/07/2026 7:15:00 AM","Meter #95175892","0.10"
"05/07/2026 7:15:00 AM","Meter #95175892g","-0.01"
"05/07/2026 7:30:00 AM","Meter #95175892","0.02"
"05/07/2026 7:30:00 AM","Meter #95175892g","-0.04"
"05/07/2026 7:45:00 AM","Meter #95175892","0.06"
"05/07/2026 7:45:00 AM","Meter #95175892g","-0.06"
"05/07/2026 8:00:00 AM","Meter #95175892","0.06"
"05/07/2026 8:00:00 AM","Meter #95175892g","-0.03"
"05/07/2026 8:15:00 AM","Meter #95175892","0.22"
"05/07/2026 8:15:00 AM","Meter #95175892g","-0.05"
"05/07/2026 8:30:00 AM","Meter #95175892","0.56"
"05/07/2026 8:30:00 AM","Meter #95175892g","0.00"
"05/07/2026 8:45:00 AM","Meter #95175892","0.44"
"05/07/2026 8:45:00 AM","Meter #95175892g","0.00"
"05/07/2026 9:00:00 AM","Meter #95175892","0.19"
"05/07/2026 9:00:00 AM","Meter #95175892g","-0.01"
"05/07/2026 9:15:00 AM","Meter #95175892","0.05"
"05/07/2026 9:15:00 AM","Meter #95175892g","-0.45"
"05/07/2026 9:30:00 AM","Meter #95175892","0.00"
"05/07/2026 9:30:00 AM","Meter #95175892g","-1.35"
"05/07/2026 9:45:00 AM","Meter #95175892","0.00"
"05/07/2026 9:45:00 AM","Meter #95175892g","-0.43"
"05/07/2026 10:00:00 AM","Meter #95175892","0.00"
"05/07/2026 10:00:00 AM","Meter #95175892g","-1.66"
"05/07/2026 10:15:00 AM","Meter #95175892","0.00"
"05/07/2026 10:15:00 AM","Meter #95175892g","-1.47"
"05/07/2026 10:30:00 AM","Meter #95175892","0.00"
"05/07/2026 10:30:00 AM","Meter #95175892g","-1.14"
"05/07/2026 10:45:00 AM","Meter #95175892","0.00"
"05/07/2026 10:45:00 AM","Meter #95175892g","-1.56"
"05/07/2026 11:00:00 AM","Meter #95175892","0.00"
"05/07/2026 11:00:00 AM","Meter #95175892g","-2.19"
"05/07/2026 11:15:00 AM","Meter #95175892","0.00"
"05/07/2026 11:15:00 AM","Meter #95175892g","-1.73"
"05/07/2026 11:30:00 AM","Meter #95175892","0.00"
"05/07/2026 11:30:00 AM","Meter #95175892g","-1.78"
"05/07/2026 11:45:00 AM","Meter #95175892","0.00"
"05/07/2026 11:45:00 AM","Meter #95175892g","-1.40"
"05/07/2026 12:00:00 PM","Meter #95175892","0.00"
"05/07/2026 12:00:00 PM","Meter #95175892g","-1.94"
"05/07/2026 12:15:00 PM","Meter #95175892","0.00"
"05/07/2026 12:15:00 PM","Meter #95175892g","-2.10"
"05/07/2026 12:30:00 PM","Meter #95175892","0.00"
"05/07/2026 12:30:00 PM","Meter #95175892g","-1.46"
"05/07/2026 12:45:00 PM","Meter #95175892","0.00"
"05/07/2026 12:45:00 PM","Meter #95175892g","-2.14"
"05/07/2026 1:00:00 PM","Meter #95175892","0.00"
"05/07/2026 1:00:00 PM","Meter #95175892g","-2.14"
"05/07/2026 1:15:00 PM","Meter #95175892","0.00"
"05/07/2026 1:15:00 PM","Meter #95175892g","-2.18"
"05/07/2026 1:30:00 PM","Meter #95175892","0.00"
"05/07/2026 1:30:00 PM","Meter #95175892g","-2.02"
"05/07/2026 1:45:00 PM","Meter #95175892","0.00"
"05/07/2026 1:45:00 PM","Meter #95175892g","-2.24"
"05/07/2026 2:00:00 PM","Meter #95175892","0.00"
"05/07/2026 2:00:00 PM","Meter #95175892g","-2.18"
"05/07/2026 2:15:00 PM","Meter #95175892","0.00"
"05/07/2026 2:15:00 PM","Meter #95175892g","-2.30"
"05/07/2026 2:30:00 PM","Meter #95175892","0.00"
"05/07/2026 2:30:00 PM","Meter #95175892g","-2.29"
"05/07/2026 2:45:00 PM","Meter #95175892","0.00"
"05/07/2026 2:45:00 PM","Meter #95175892g","-2.20"
"05/07/2026 3:00:00 PM","Meter #95175892","0.00"
"05/07/2026 3:00:00 PM","Meter #95175892g","-1.99"
"05/07/2026 3:15:00 PM","Meter #95175892","0.00"
"05/07/2026 3:15:00 PM","Meter #95175892g","-1.76"
"05/07/2026 3:30:00 PM","Meter #95175892","0.00"
"05/07/2026 3:30:00 PM","Meter #95175892g","-1.99"
"05/07/2026 3:45:00 PM","Meter #95175892","0.00"
"05/07/2026 3:45:00 PM","Meter #95175892g","-1.94"
"05/07/2026 4:00:00 PM","Meter #95175892","0.00"
"05/07/2026 4:00:00 PM","Meter #95175892g","-1.78"
"05/07/2026 4:15:00 PM","Meter #95175892","0.00"
"05/07/2026 4:15:00 PM","Meter #95175892g","-1.65"
"05/07/2026 4:30:00 PM","Meter #95175892","0.00"
"05/07/2026 4:30:00 PM","Meter #95175892g","-1.51"
"05/07/2026 4:45:00 PM","Meter #95175892","0.02"
"05/07/2026 4:45:00 PM","Meter #95175892g","-0.88"
"05/07/2026 5:00:00 PM","Meter #95175892","0.02"
"05/07/2026 5:00:00 PM","Meter #95175892g","-0.82"
"05/07/2026 5:15:00 PM","Meter #95175892","0.00"
"05/07/2026 5:15:00 PM","Meter #95175892g","-1.07"
"05/07/2026 5:30:00 PM","Meter #95175892","0.04"
"05/07/2026 5:30:00 PM","Meter #95175892g","-0.73"
"05/07/2026 5:45:00 PM","Meter #95175892","0.03"
"05/07/2026 5:45:00 PM","Meter #95175892g","-0.56"
"05/07/2026 6:00:00 PM","Meter #95175892","0.00"
"05/07/2026 6:00:00 PM","Meter #95175892g","-0.61"
"05/07/2026 6:15:00 PM","Meter #95175892","0.00"
"05/07/2026 6:15:00 PM","Meter #95175892g","-0.46"
"05/07/2026 6:30:00 PM","Meter #95175892","0.00"
"05/07/2026 6:30:00 PM","Meter #95175892g","-0.31"
"05/07/2026 6:45:00 PM","Meter #95175892","0.00"
"05/07/2026 6:45:00 PM","Meter #95175892g","-0.11"
"05/07/2026 7:00:00 PM","Meter #95175892","0.05"
"05/07/2026 7:00:00 PM","Meter #95175892g","-0.02"
"05/07/2026 7:15:00 PM","Meter #95175892","0.24"
"05/07/2026 7:15:00 PM","Meter #95175892g","0.00"
"05/07/2026 7:30:00 PM","Meter #95175892","0.33"
"05/07/2026 7:30:00 PM","Meter #95175892g","0.00"
"05/07/2026 7:45:00 PM","Meter #95175892","0.38"
"05/07/2026 7:45:00 PM","Meter #95175892g","0.00"
"05/07/2026 8:00:00 PM","Meter #95175892","0.36"
"05/07/2026 8:00:00 PM","Meter #95175892g","0.00"
"05/07/2026 8:15:00 PM","Meter #95175892","0.37"
"05/07/2026 8:15:00 PM","Meter #95175892g","0.00"
"05/07/2026 8:30:00 PM","Meter #95175892","0.40"
"05/07/2026 8:30:00 PM","Meter #95175892g","0.00"
"05/07/2026 8:45:00 PM","Meter #95175892","0.42"
"05/07/2026 8:45:00 PM","Meter #95175892g","0.00"
"05/07/2026 9:00:00 PM","Meter #95175892","0.45"
"05/07/2026 9:00:00 PM","Meter #95175892g","0.00"
"05/07/2026 9:15:00 PM","Meter #95175892","0.42"
"05/07/2026 9:15:00 PM","Meter #95175892g","0.00"
"05/07/2026 9:30:00 PM","Meter #95175892","0.76"
"05/07/2026 9:30:00 PM","Meter #95175892g","0.00"
"05/07/2026 9:45:00 PM","Meter #95175892","1.07"
"05/07/2026 9:45:00 PM","Meter #95175892g","0.00"
"05/07/2026 10:00:00 PM","Meter #95175892","3.89"
"05/07/2026 10:00:00 PM","Meter #95175892g","0.00"
"05/07/2026 10:15:00 PM","Meter #95175892","3.88"
"05/07/2026 10:15:00 PM","Meter #95175892g","0.00"
"05/07/2026 10:30:00 PM","Meter #95175892","3.72"
"05/07/2026 10:30:00 PM","Meter #95175892g","0.00"
"05/07/2026 10:45:00 PM","Meter #95175892","3.74"
"05/07/2026 10:45:00 PM","Meter #95175892g","0.00"
"05/07/2026 11:00:00 PM","Meter #95175892","3.42"
"05/07/2026 11:00:00 PM","Meter #95175892g","0.00"
"05/07/2026 11:15:00 PM","Meter #95175892","3.18"
"05/07/2026 11:15:00 PM","Meter #95175892g","0.00"
"05/07/2026 11:30:00 PM","Meter #95175892","3.13"
"05/07/2026 11:30:00 PM","Meter #95175892g","0.00"
"05/07/2026 11:45:00 PM","Meter #95175892","3.14"
"05/07/2026 11:45:00 PM","Meter #95175892g","0.00"
"05/08/2026 12:00:00 AM","Meter #95175892","1.19"
"05/08/2026 12:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 12:15:00 AM","Meter #95175892","0.28"
"05/08/2026 12:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 12:30:00 AM","Meter #95175892","0.84"
"05/08/2026 12:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 12:45:00 AM","Meter #95175892","1.96"
"05/08/2026 12:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 1:00:00 AM","Meter #95175892","3.53"
"05/08/2026 1:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 1:15:00 AM","Meter #95175892","0.92"
"05/08/2026 1:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 1:30:00 AM","Meter #95175892","0.90"
"05/08/2026 1:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 1:45:00 AM","Meter #95175892","0.91"
"05/08/2026 1:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 2:00:00 AM","Meter #95175892","0.63"
"05/08/2026 2:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 2:15:00 AM","Meter #95175892","0.27"
"05/08/2026 2:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 2:30:00 AM","Meter #95175892","0.24"
"05/08/2026 2:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 2:45:00 AM","Meter #95175892","0.24"
"05/08/2026 2:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 3:00:00 AM","Meter #95175892","0.24"
"05/08/2026 3:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 3:15:00 AM","Meter #95175892","0.72"
"05/08/2026 3:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 3:30:00 AM","Meter #95175892","0.86"
"05/08/2026 3:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 3:45:00 AM","Meter #95175892","0.88"
"05/08/2026 3:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 4:00:00 AM","Meter #95175892","0.90"
"05/08/2026 4:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 4:15:00 AM","Meter #95175892","0.90"
"05/08/2026 4:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 4:30:00 AM","Meter #95175892","0.93"
"05/08/2026 4:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 4:45:00 AM","Meter #95175892","0.90"
"05/08/2026 4:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 5:00:00 AM","Meter #95175892","0.38"
"05/08/2026 5:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 5:15:00 AM","Meter #95175892","0.30"
"05/08/2026 5:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 5:30:00 AM","Meter #95175892","0.28"
"05/08/2026 5:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 5:45:00 AM","Meter #95175892","0.25"
"05/08/2026 5:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 6:00:00 AM","Meter #95175892","0.76"
"05/08/2026 6:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 6:15:00 AM","Meter #95175892","0.83"
"05/08/2026 6:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 6:30:00 AM","Meter #95175892","1.08"
"05/08/2026 6:30:00 AM","Meter #95175892g","0.00"
"05/08/2026 6:45:00 AM","Meter #95175892","1.16"
"05/08/2026 6:45:00 AM","Meter #95175892g","0.00"
"05/08/2026 7:00:00 AM","Meter #95175892","1.15"
"05/08/2026 7:00:00 AM","Meter #95175892g","0.00"
"05/08/2026 7:15:00 AM","Meter #95175892","0.42"
"05/08/2026 7:15:00 AM","Meter #95175892g","0.00"
"05/08/2026 7:30:00 AM","Meter #95175892","0.12"
"05/08/2026 7:30:00 AM","Meter #95175892g","-0.01"
"05/08/2026 7:45:00 AM","Meter #95175892","0.08"
"05/08/2026 7:45:00 AM","Meter #95175892g","-0.09"
"05/08/2026 8:00:00 AM","Meter #95175892","0.00"
"05/08/2026 8:00:00 AM","Meter #95175892g","-0.32"
"05/08/2026 8:15:00 AM","Meter #95175892","0.00"
"05/08/2026 8:15:00 AM","Meter #95175892g","-0.50"
"05/08/2026 8:30:00 AM","Meter #95175892","0.00"
"05/08/2026 8:30:00 AM","Meter #95175892g","-0.68"
"05/08/2026 8:45:00 AM","Meter #95175892","0.00"
"05/08/2026 8:45:00 AM","Meter #95175892g","-0.71"
"05/08/2026 9:00:00 AM","Meter #95175892","0.00"
"05/08/2026 9:00:00 AM","Meter #95175892g","-0.34"
"05/08/2026 9:15:00 AM","Meter #95175892","0.00"
"05/08/2026 9:15:00 AM","Meter #95175892g","-0.49"
"05/08/2026 9:30:00 AM","Meter #95175892","0.00"
"05/08/2026 9:30:00 AM","Meter #95175892g","-0.86"
"05/08/2026 9:45:00 AM","Meter #95175892","0.00"
"05/08/2026 9:45:00 AM","Meter #95175892g","-1.44"
"05/08/2026 10:00:00 AM","Meter #95175892","0.00"
"05/08/2026 10:00:00 AM","Meter #95175892g","-1.61"
"05/08/2026 10:15:00 AM","Meter #95175892","0.00"
"05/08/2026 10:15:00 AM","Meter #95175892g","-1.80"
"05/08/2026 10:30:00 AM","Meter #95175892","0.00"
"05/08/2026 10:30:00 AM","Meter #95175892g","-1.88"
"05/08/2026 10:45:00 AM","Meter #95175892","0.00"
"05/08/2026 10:45:00 AM","Meter #95175892g","-1.94"
"05/08/2026 11:00:00 AM","Meter #95175892","0.00"
"05/08/2026 11:00:00 AM","Meter #95175892g","-2.02"
"05/08/2026 11:15:00 AM","Meter #95175892","0.00"
"05/08/2026 11:15:00 AM","Meter #95175892g","-2.06"
"05/08/2026 11:30:00 AM","Meter #95175892","0.00"
"05/08/2026 11:30:00 AM","Meter #95175892g","-1.52"
"05/08/2026 11:45:00 AM","Meter #95175892","0.00"
"05/08/2026 11:45:00 AM","Meter #95175892g","-2.17"
"05/08/2026 12:00:00 PM","Meter #95175892","0.00"
"05/08/2026 12:00:00 PM","Meter #95175892g","-1.66"
"05/08/2026 12:15:00 PM","Meter #95175892","0.00"
"05/08/2026 12:15:00 PM","Meter #95175892g","-2.34"
"05/08/2026 12:30:00 PM","Meter #95175892","0.00"
"05/08/2026 12:30:00 PM","Meter #95175892g","-2.50"
"05/08/2026 12:45:00 PM","Meter #95175892","0.00"
"05/08/2026 12:45:00 PM","Meter #95175892g","-2.08"
"05/08/2026 1:00:00 PM","Meter #95175892","0.00"
"05/08/2026 1:00:00 PM","Meter #95175892g","-1.23"
"05/08/2026 1:15:00 PM","Meter #95175892","0.00"
"05/08/2026 1:15:00 PM","Meter #95175892g","-1.02"
"05/08/2026 1:30:00 PM","Meter #95175892","0.01"
"05/08/2026 1:30:00 PM","Meter #95175892g","-1.86"
"05/08/2026 1:45:00 PM","Meter #95175892","0.00"
"05/08/2026 1:45:00 PM","Meter #95175892g","-2.46"
"05/08/2026 2:00:00 PM","Meter #95175892","0.14"
"05/08/2026 2:00:00 PM","Meter #95175892g","-1.46"
"05/08/2026 2:15:00 PM","Meter #95175892","0.03"
"05/08/2026 2:15:00 PM","Meter #95175892g","-0.98"
"05/08/2026 2:30:00 PM","Meter #95175892","0.11"
"05/08/2026 2:30:00 PM","Meter #95175892g","-0.16"
"05/08/2026 2:45:00 PM","Meter #95175892","0.19"
"05/08/2026 2:45:00 PM","Meter #95175892g","-0.06"
"05/08/2026 3:00:00 PM","Meter #95175892","0.32"
"05/08/2026 3:00:00 PM","Meter #95175892g","-0.01"
"05/08/2026 3:15:00 PM","Meter #95175892","0.42"
"05/08/2026 3:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 3:30:00 PM","Meter #95175892","0.01"
"05/08/2026 3:30:00 PM","Meter #95175892g","-0.18"
"05/08/2026 3:45:00 PM","Meter #95175892","0.00"
"05/08/2026 3:45:00 PM","Meter #95175892g","-1.12"
"05/08/2026 4:00:00 PM","Meter #95175892","0.00"
"05/08/2026 4:00:00 PM","Meter #95175892g","-0.89"
"05/08/2026 4:15:00 PM","Meter #95175892","0.03"
"05/08/2026 4:15:00 PM","Meter #95175892g","-0.12"
"05/08/2026 4:30:00 PM","Meter #95175892","0.00"
"05/08/2026 4:30:00 PM","Meter #95175892g","-0.32"
"05/08/2026 4:45:00 PM","Meter #95175892","0.00"
"05/08/2026 4:45:00 PM","Meter #95175892g","-0.90"
"05/08/2026 5:00:00 PM","Meter #95175892","0.00"
"05/08/2026 5:00:00 PM","Meter #95175892g","-0.65"
"05/08/2026 5:15:00 PM","Meter #95175892","0.00"
"05/08/2026 5:15:00 PM","Meter #95175892g","-1.01"
"05/08/2026 5:30:00 PM","Meter #95175892","0.01"
"05/08/2026 5:30:00 PM","Meter #95175892g","-0.30"
"05/08/2026 5:45:00 PM","Meter #95175892","0.00"
"05/08/2026 5:45:00 PM","Meter #95175892g","-0.33"
"05/08/2026 6:00:00 PM","Meter #95175892","0.00"
"05/08/2026 6:00:00 PM","Meter #95175892g","-0.46"
"05/08/2026 6:15:00 PM","Meter #95175892","0.01"
"05/08/2026 6:15:00 PM","Meter #95175892g","-0.37"
"05/08/2026 6:30:00 PM","Meter #95175892","0.02"
"05/08/2026 6:30:00 PM","Meter #95175892g","-0.26"
"05/08/2026 6:45:00 PM","Meter #95175892","0.04"
"05/08/2026 6:45:00 PM","Meter #95175892g","-0.12"
"05/08/2026 7:00:00 PM","Meter #95175892","0.10"
"05/08/2026 7:00:00 PM","Meter #95175892g","-0.00"
"05/08/2026 7:15:00 PM","Meter #95175892","0.65"
"05/08/2026 7:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 7:30:00 PM","Meter #95175892","0.97"
"05/08/2026 7:30:00 PM","Meter #95175892g","0.00"
"05/08/2026 7:45:00 PM","Meter #95175892","0.74"
"05/08/2026 7:45:00 PM","Meter #95175892g","0.00"
"05/08/2026 8:00:00 PM","Meter #95175892","0.29"
"05/08/2026 8:00:00 PM","Meter #95175892g","0.00"
"05/08/2026 8:15:00 PM","Meter #95175892","0.28"
"05/08/2026 8:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 8:30:00 PM","Meter #95175892","0.27"
"05/08/2026 8:30:00 PM","Meter #95175892g","0.00"
"05/08/2026 8:45:00 PM","Meter #95175892","0.28"
"05/08/2026 8:45:00 PM","Meter #95175892g","0.00"
"05/08/2026 9:00:00 PM","Meter #95175892","0.36"
"05/08/2026 9:00:00 PM","Meter #95175892g","0.00"
"05/08/2026 9:15:00 PM","Meter #95175892","0.32"
"05/08/2026 9:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 9:30:00 PM","Meter #95175892","1.36"
"05/08/2026 9:30:00 PM","Meter #95175892g","0.00"
"05/08/2026 9:45:00 PM","Meter #95175892","1.52"
"05/08/2026 9:45:00 PM","Meter #95175892g","0.00"
"05/08/2026 10:00:00 PM","Meter #95175892","1.25"
"05/08/2026 10:00:00 PM","Meter #95175892g","0.00"
"05/08/2026 10:15:00 PM","Meter #95175892","1.12"
"05/08/2026 10:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 10:30:00 PM","Meter #95175892","0.96"
"05/08/2026 10:30:00 PM","Meter #95175892g","0.00"
"05/08/2026 10:45:00 PM","Meter #95175892","0.82"
"05/08/2026 10:45:00 PM","Meter #95175892g","0.00"
"05/08/2026 11:00:00 PM","Meter #95175892","0.91"
"05/08/2026 11:00:00 PM","Meter #95175892g","0.00"
"05/08/2026 11:15:00 PM","Meter #95175892","0.79"
"05/08/2026 11:15:00 PM","Meter #95175892g","0.00"
"05/08/2026 11:30:00 PM","Meter #95175892","0.44"
"05/08/2026 11:30:00 PM","Meter #95175892g","0.00"
"05/08/2026 11:45:00 PM","Meter #95175892","0.42"
"05/08/2026 11:45:00 PM","Meter #95175892g","0.00"
"05/09/2026 12:00:00 AM","Meter #95175892","0.47"
"05/09/2026 12:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 12:15:00 AM","Meter #95175892","0.90"
"05/09/2026 12:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 12:30:00 AM","Meter #95175892","5.39"
"05/09/2026 12:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 12:45:00 AM","Meter #95175892","7.32"
"05/09/2026 12:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 1:00:00 AM","Meter #95175892","7.50"
"05/09/2026 1:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 1:15:00 AM","Meter #95175892","7.88"
"05/09/2026 1:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 1:30:00 AM","Meter #95175892","7.86"
"05/09/2026 1:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 1:45:00 AM","Meter #95175892","7.88"
"05/09/2026 1:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 2:00:00 AM","Meter #95175892","6.77"
"05/09/2026 2:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 2:15:00 AM","Meter #95175892","5.22"
"05/09/2026 2:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 2:30:00 AM","Meter #95175892","6.18"
"05/09/2026 2:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 2:45:00 AM","Meter #95175892","7.34"
"05/09/2026 2:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 3:00:00 AM","Meter #95175892","7.34"
"05/09/2026 3:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 3:15:00 AM","Meter #95175892","5.21"
"05/09/2026 3:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 3:30:00 AM","Meter #95175892","5.10"
"05/09/2026 3:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 3:45:00 AM","Meter #95175892","5.28"
"05/09/2026 3:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 4:00:00 AM","Meter #95175892","5.28"
"05/09/2026 4:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 4:15:00 AM","Meter #95175892","2.48"
"05/09/2026 4:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 4:30:00 AM","Meter #95175892","1.96"
"05/09/2026 4:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 4:45:00 AM","Meter #95175892","1.66"
"05/09/2026 4:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 5:00:00 AM","Meter #95175892","0.32"
"05/09/2026 5:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 5:15:00 AM","Meter #95175892","0.28"
"05/09/2026 5:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 5:30:00 AM","Meter #95175892","0.79"
"05/09/2026 5:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 5:45:00 AM","Meter #95175892","0.90"
"05/09/2026 5:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 6:00:00 AM","Meter #95175892","0.83"
"05/09/2026 6:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 6:15:00 AM","Meter #95175892","0.86"
"05/09/2026 6:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 6:30:00 AM","Meter #95175892","0.25"
"05/09/2026 6:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 6:45:00 AM","Meter #95175892","0.17"
"05/09/2026 6:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 7:00:00 AM","Meter #95175892","0.14"
"05/09/2026 7:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 7:15:00 AM","Meter #95175892","0.08"
"05/09/2026 7:15:00 AM","Meter #95175892g","-0.01"
"05/09/2026 7:30:00 AM","Meter #95175892","0.45"
"05/09/2026 7:30:00 AM","Meter #95175892g","-0.00"
"05/09/2026 7:45:00 AM","Meter #95175892","0.72"
"05/09/2026 7:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 8:00:00 AM","Meter #95175892","0.68"
"05/09/2026 8:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 8:15:00 AM","Meter #95175892","0.10"
"05/09/2026 8:15:00 AM","Meter #95175892g","0.00"
"05/09/2026 8:30:00 AM","Meter #95175892","0.11"
"05/09/2026 8:30:00 AM","Meter #95175892g","0.00"
"05/09/2026 8:45:00 AM","Meter #95175892","0.04"
"05/09/2026 8:45:00 AM","Meter #95175892g","-0.00"
"05/09/2026 9:00:00 AM","Meter #95175892","0.01"
"05/09/2026 9:00:00 AM","Meter #95175892g","-0.09"
"05/09/2026 9:15:00 AM","Meter #95175892","0.00"
"05/09/2026 9:15:00 AM","Meter #95175892g","-0.34"
"05/09/2026 9:30:00 AM","Meter #95175892","0.19"
"05/09/2026 9:30:00 AM","Meter #95175892g","-0.12"
"05/09/2026 9:45:00 AM","Meter #95175892","0.32"
"05/09/2026 9:45:00 AM","Meter #95175892g","0.00"
"05/09/2026 10:00:00 AM","Meter #95175892","0.19"
"05/09/2026 10:00:00 AM","Meter #95175892g","0.00"
"05/09/2026 10:15:00 AM","Meter #95175892","0.03"
"05/09/2026 10:15:00 AM","Meter #95175892g","-0.45"
"05/09/2026 10:30:00 AM","Meter #95175892","0.00"
"05/09/2026 10:30:00 AM","Meter #95175892g","-0.58"
"05/09/2026 10:45:00 AM","Meter #95175892","0.00"
"05/09/2026 10:45:00 AM","Meter #95175892g","-1.20"
"05/09/2026 11:00:00 AM","Meter #95175892","0.00"
"05/09/2026 11:00:00 AM","Meter #95175892g","-1.61"
"05/09/2026 11:15:00 AM","Meter #95175892","0.00"
"05/09/2026 11:15:00 AM","Meter #95175892g","-1.27"
"05/09/2026 11:30:00 AM","Meter #95175892","0.00"
"05/09/2026 11:30:00 AM","Meter #95175892g","-0.82"
"05/09/2026 11:45:00 AM","Meter #95175892","0.00"
"05/09/2026 11:45:00 AM","Meter #95175892g","-0.64"
"05/09/2026 12:00:00 PM","Meter #95175892","0.02"
"05/09/2026 12:00:00 PM","Meter #95175892g","-0.38"
"05/09/2026 12:15:00 PM","Meter #95175892","0.00"
"05/09/2026 12:15:00 PM","Meter #95175892g","-0.64"
"05/09/2026 12:30:00 PM","Meter #95175892","0.00"
